Player;Team;Position;16/17 Cap Hit;17/18 Cap Hit;16/17 Salary;17/18 Salary;18/19 Salary;19/20 Salary;20/21 Salary
Desjardins, Andrew;CHI;Center;0.800;0.000;0.800;UFA;;;
Weegar, MacKenzie;FLA;Defence;0.800;0.000;0.705;RFA;;;
Thrower, Dalton;MTL;Defence;0.800;0.000;0.649;RFA;;;
Crisp, Connor;MTL;Left;0.800;0.000;0.655;RFA;;;
Holmstrom, Ben;NYI;Center;0.800;0.000;0.800;UFA;;;
Chapie, Adam;NYR;Right;0.800;0.800;0.750;0.850;RFA;;
Janmark, Mattias;DAL;Center;0.800;0.000;0.792;RFA;;;
Kalinin, Sergey;NJD;Center;0.800;0.000;0.800;RFA;;;
Martel, Danick;PHI;Left;0.800;0.800;0.655;0.730;RFA;;
Labate, Joseph;VAN;Center;0.800;0.000;0.680;RFA;;;
Kearns, Bracken;NYI;Center;0.800;0.000;0.800;UFA;;;
McNally, Patrick;SJS;Defence;0.800;0.000;0.900;RFA;;;
Skapski, MacKenzie;NYR;Goaltender;0.800;0.000;0.705;RFA;;;
Kalinin, Sergey;TOR;Center;0.800;0.000;0.800;RFA;;;
Helewka, Adam;SJS;Left;0.800;0.800;0.655;0.730;0.730;RFA;
Mangiapane, Andrew;CGY;Left;0.800;0.800;0.655;0.730;0.730;RFA;
Jones, Caleb;EDM;Defence;0.800;0.800;0.655;0.730;0.730;RFA;
Bouramman, Gustav;MIN;Defence;0.800;0.800;0.655;0.730;0.755;RFA;
Lajoie, Maxime;OTT;Defence;0.800;0.800;0.730;0.730;0.730;RFA;
Ott, Steve;MTL;Left;0.800;0.000;0.800;UFA;;;
McIlrath, Dylan;DET;Defence;0.800;0.000;0.800;RFA;;;
Mayo, Dysin;ARI;Defence;0.798;0.798;0.655;0.730;0.650;RFA;
Donnay, Troy;NYR;Defence;0.797;0.000;0.700;RFA;;;
Lernout, Brett;MTL;Defence;0.795;0.795;0.645;0.575;0.650;RFA;
Djoos, Christian;WAS;Defence;0.793;0.000;0.830;RFA;;;
Blandisi, Joseph;NJD;Center;0.788;0.000;0.715;RFA;;;
Murphy, Ryan;CAR;Defence;0.787;0.787;0.750;0.825;RFA;;
Ebert, Nick;DAL;Defence;0.786;0.000;0.766;RFA;;;
Dupuy, Jean;BUF;Left;0.783;0.000;0.675;RFA;;;
Lodge, Jimmy;WPG;Center;0.780;0.780;0.655;0.690;RFA;;
Heed, Tim;SJS;Defence;0.775;0.000;0.675;RFA;;;
Deslauriers, Nicolas;BUF;Left;0.775;0.775;0.775;0.775;UFA;;
Altshuller, Daniel;CAR;Goaltender;0.775;0.000;0.725;RFA;;;
Goulbourne, Tyrell;PHI;Left;0.775;0.000;0.725;RFA;;;
Hargrove, Colton;BOS;Center;0.775;0.000;0.800;RFA;;;
Hathaway, Garnet;CGY;Center;0.775;0.000;0.723;RFA;;;
Etem, Emerson;ANA;Right;0.775;0.000;0.775;RFA;;;
Etem, Emerson;VAN;Right;0.775;0.000;0.775;RFA;;;
Harpur, Ben;OTT;Defence;0.773;0.773;0.655;0.650;RFA;;
Jenys, Pavel;MIN;Center;0.773;0.773;0.655;0.680;0.650;RFA;
Nogier, Nelson;WPG;Defence;0.772;0.772;0.650;0.720;0.770;RFA;
Greer, A.J.;COL;Left;0.750;0.750;0.725;0.750;0.750;RFA;
Brittain, Sam;FLA;Goaltender;0.750;0.000;0.750;RFA;;;
Gabriel, Kurtis;MIN;Right;0.750;0.000;0.725;RFA;;;
Biega, Alex;VAN;Defence;0.750;0.750;0.700;0.800;UFA;;
Barberio, Mark;MTL;Defence;0.750;0.750;0.800;0.700;UFA;;
Grubauer, Philipp;WAS;Goaltender;0.750;0.000;0.850;RFA;;;
Tootoo, Jordin;CHI;Right;0.750;0.700;0.750;0.700;UFA;;
Marchessault, Jonathan;FLA;Left;0.750;0.750;0.750;0.750;UFA;;
Bleackley, Conner;STL;Center;0.750;0.750;0.650;0.725;0.725;RFA;
Enroth, Jhonas;TOR;Goaltender;0.750;0.000;0.750;UFA;;;
Enroth, Jhonas;ANA;Goaltender;0.750;0.000;0.750;UFA;;;
Dahlbeck, Klas;CAR;Defence;0.750;0.000;0.750;RFA;;;
Backman, Mattias;DAL;Defence;0.750;0.000;0.750;RFA;;;
Black, Graham;FLA;Center;0.750;0.000;0.675;RFA;;;
Gallant, Brett;CLB;Left;0.750;0.000;0.750;UFA;;;
Lowe, Keegan;MTL;Defence;0.750;0.000;0.750;RFA;;;
Dzingel, Ryan;OTT;Center;0.750;0.000;0.750;RFA;;;
Robinson, Buddy;OTT;Right;0.750;0.000;0.750;RFA;;;
Brossoit, Laurent;EDM;Goaltender;0.750;0.750;0.650;0.850;RFA;;
Robinson, Buddy;SJS;Right;0.750;0.000;0.750;RFA;;;
Svedberg, Viktor;CHI;Defence;0.750;0.750;0.650;0.850;UFA;;
Barberio, Mark;COL;Defence;0.750;0.750;0.800;0.700;UFA;;
Betker, Ben;EDM;Defence;0.750;0.750;0.675;0.725;RFA;;
Pietila, Blake;NJD;Left;0.750;0.000;0.675;RFA;;;
Goloubef, Cody;CLB;Defence;0.750;0.000;0.800;UFA;;;
Wallmark, Lucas;CAR;Center;0.750;0.750;0.675;0.725;RFA;;
Geertsen, Mason;COL;Defence;0.750;0.750;0.650;0.725;RFA;;
Ryan, Joakim;SJS;Defence;0.750;0.000;0.700;RFA;;;
Michalek, Steve;MIN;Goaltender;0.750;0.000;0.725;RFA;;;
Carrick, Connor;TOR;Defence;0.750;0.750;0.650;0.850;RFA;;
Goloubef, Cody;COL;Defence;0.750;0.000;0.800;UFA;;;
Fogarty, Steven;NYR;Center;0.750;0.750;0.750;0.750;RFA;;
Fazleev, Radel;PHI;Center;0.748;0.748;0.652;0.723;0.650;RFA;
Wingels, Tommy;SJS;Center;0.743;0.000;0.743;;;;
Thurkauf, Calvin;CLB;Center;0.738;0.738;0.720;0.720;0.775;RFA;
Blunden, Michael;OTT;Right;0.738;0.738;0.725;0.750;UFA;;
Nieto, Matt;SJS;Left;0.735;0.000;0.735;RFA;;;
Nieto, Matt;COL;Left;0.735;0.000;0.735;RFA;;;
Salituro, Dante;CLB;Center;0.733;0.733;0.625;0.725;0.825;RFA;
Langhamer, Marek;ARI;Goaltender;0.733;0.000;0.673;RFA;;;
Carrick, Trevor;CAR;Defence;0.733;0.000;0.700;RFA;;;
Marcantuoni, Matia;ARI;Center;0.733;0.000;0.575;RFA;;;
Johns, Stephen;DAL;Defence;0.725;0.725;0.650;0.800;RFA;;
Pitlick, Tyler;EDM;Right;0.725;0.000;0.725;RFA;;;
Nesterov, Nikita;TBL;Defence;0.725;0.000;0.725;RFA;;;
Kinkaid, Keith;NJD;Goaltender;0.725;0.000;0.750;UFA;;;
Pakarinen, Iiro;EDM;Right;0.725;0.000;0.725;RFA;;;
Bennett, Beau;NJD;Right;0.725;0.000;0.725;RFA;;;
Ferlin, Brian;BOS;Right;0.725;0.000;0.725;RFA;;;
Folin, Christian;MIN;Defence;0.725;0.000;0.850;RFA;;;
Hudon, Charles;MTL;Left;0.725;0.000;0.575;RFA;;;
Carr, Daniel;MTL;Left;0.725;0.725;0.725;0.725;RFA;;
Nesterov, Nikita;MTL;Defence;0.725;0.000;0.725;RFA;;;
Bodnarchuk, Andrew;DAL;Defence;0.725;0.725;0.700;0.750;UFA;;
Cramarossa, Joseph;ANA;Center;0.725;0.000;0.725;RFA;;;
Cramarossa, Joseph;VAN;Center;0.725;0.000;0.725;RFA;;;
Martenet, Chris;DAL;Defence;0.722;0.722;0.645;0.720;0.745;RFA;
Ouellet, Xavier;DET;Defence;0.715;0.000;0.715;RFA;;;
Boucher, Reid;NJD;Center;0.715;0.000;0.715;RFA;;;
Boucher, Reid;VAN;Center;0.715;0.000;0.715;RFA;;;
Boucher, Reid;NAS;Center;0.715;0.000;0.715;RFA;;;
Bishop, Clark;CAR;Center;0.713;0.713;0.645;0.720;0.720;RFA;
Bellemare, Pierre-Edouard;PHI;Left;0.713;0.713;0.725;1.450;1.450;UFA;
VandeVelde, Chris;PHI;Center;0.713;0.000;0.713;UFA;;;
Copley, Pheonix;STL;Goaltender;0.709;0.000;0.709;RFA;;;
Copley, Pheonix;WAS;Goaltender;0.709;0.000;0.709;RFA;;;
Carroll, Austin;CGY;Left;0.707;0.707;0.645;0.720;RFA;;
Kase, Ondrej;ANA;Right;0.707;0.707;0.645;0.720;RFA;;
Girard, Felix;COL;Center;0.703;0.000;0.640;RFA;;;
Hart, Brian;TBL;Right;0.703;0.703;0.715;0.760;RFA;;
Olsen, Ryan;WPG;Center;0.702;0.000;0.600;RFA;;;
Blais, Samuel;STL;Left;0.701;0.701;0.647;0.647;0.650;RFA;
Karabacek, Vaclav;BUF;Right;0.700;0.700;0.641;0.722;0.722;RFA;
Lindbohm, Petteri;STL;Defence;0.700;0.000;0.645;RFA;;;
Carle, Matthew;NAS;Defence;0.700;0.000;0.700;UFA;;;
Ferraro, Landon;STL;Center;0.700;0.000;0.700;RFA;;;
McKegg, Greg;FLA;Center;0.700;0.000;0.700;RFA;;;
Paajarvi, Magnus;STL;Left;0.700;0.000;0.700;RFA;;;
Skille, Jack;VAN;Right;0.700;0.000;0.700;UFA;;;
Gazdic, Luke;NJD;Left;0.700;0.000;0.700;UFA;;;
Holzer, Korbinian;ANA;Defence;0.700;0.000;0.700;UFA;;;
Claesson, Fredrik;OTT;Defence;0.700;0.650;0.700;0.650;RFA;;
Leighton, Michael;CAR;Goaltender;0.700;0.000;0.700;UFA;;;
O'Reilly, Cal;BUF;Center;0.700;0.000;0.700;UFA;;;
Smith, Gemel;DAL;Center;0.700;0.000;0.670;RFA;;;
Troock, Branden;ARI;Right;0.700;0.000;0.645;RFA;;;
Pedan, Andrey;VAN;Defence;0.700;0.000;0.700;RFA;;;
Vey, Linden;CGY;Right;0.700;0.000;0.700;RFA;;;
Pettersson, Jesper;PHI;Defence;0.700;0.000;0.670;RFA;;;
McKegg, Greg;TBL;Center;0.700;0.000;0.700;RFA;;;
Tinordi, Jarred;ARI;Defence;0.700;0.000;0.700;RFA;;;
Varone, Philip;OTT;Center;0.700;0.000;0.700;RFA;;;
Desharnais, David;MTL;Center;0.700;0.000;0.700;;;;
Wilcox, Reece;PHI;Defence;0.696;0.696;0.642;0.718;RFA;;
Wesley, Josh;CAR;Defence;0.695;0.695;0.645;0.720;0.720;RFA;
Hache, Justin;DAL;Defence;0.695;0.000;0.665;RFA;;;
Malgin, Denis;FLA;Center;0.693;0.693;0.640;0.715;0.715;RFA;
Moverare, Jacob;LAK;Defence;0.692;0.692;0.635;0.720;0.720;RFA;
Thomas, Ben;TBL;Defence;0.690;0.690;0.639;0.716;0.715;RFA;
Tammela, Jonne;TBL;Right;0.690;0.690;0.639;0.716;0.715;RFA;
Laurikainen, Eetu;EDM;Goaltender;0.690;0.000;0.652;RFA;;;
Lang, Chase;MIN;Center;0.687;0.687;0.635;0.715;0.710;RFA;
Martin, Brycen;BUF;Defence;0.685;0.685;0.635;0.710;0.710;RFA;
Fortin, Alexandre;CHI;Center;0.685;0.685;0.635;0.710;0.710;RFA;
McNiven, Michael;MTL;Goaltender;0.685;0.685;0.645;0.650;0.650;RFA;
Bourke, Troy;COL;Left;0.683;0.000;0.645;RFA;;;
Walker, Nathan;WAS;Center;0.683;0.000;0.645;RFA;;;
Selman, Justin;STL;Center;0.682;0.682;0.640;0.715;RFA;;
Boikov, Sergei;COL;Defence;0.682;0.682;0.635;0.705;0.705;RFA;
Nantel, Julien;COL;Center;0.680;0.680;0.630;0.705;0.705;RFA;
Vala, Ondrej;DAL;Defence;0.680;0.680;0.630;0.705;0.705;RFA;
Cederholm, Anton;VAN;Defence;0.678;0.678;0.645;0.650;RFA;;
Sautner, Ashton;VAN;Defence;0.678;0.678;0.665;0.720;RFA;;
Ully, Cole;DAL;Left;0.677;0.677;0.645;0.600;RFA;;
Raymond, Mason;ANA;Left;0.675;0.000;0.675;UFA;;;
Smith, Jeremy;COL;Goaltender;0.675;0.000;0.675;UFA;;;
Carcone, Michael;VAN;Left;0.675;0.675;0.625;0.675;0.725;RFA;
Berube, Jean-Francois;NYI;Goaltender;0.675;0.000;0.675;RFA;;;
Tennyson, Matt;CAR;Defence;0.675;0.000;0.675;UFA;;;
Peluso, Anthony;WPG;Right;0.675;0.000;0.700;UFA;;;
McKenzie, Curtis;DAL;Left;0.675;0.700;0.700;0.700;UFA;;
Phillips, Jamie;WPG;Goaltender;0.675;0.675;0.637;0.713;RFA;;
Smith, Ben;TOR;Right;0.675;0.000;0.675;UFA;;;
Smith, Ben;COL;Right;0.675;0.000;0.675;UFA;;;
Vainonen, Mikko;NAS;Defence;0.673;0.000;0.575;RFA;;;
Baddock, Brandon;NJD;Left;0.673;0.673;0.620;0.700;0.700;RFA;
Richard, Anthony;NAS;Center;0.672;0.672;0.640;0.715;0.650;RFA;
Carrier, Alexandre;NAS;Defence;0.672;0.672;0.640;0.715;0.650;RFA;
Karlsson, Erik (II);CAR;Left;0.672;0.000;0.720;RFA;;;
Sheary, Conor;PIT;Left;0.667;0.000;0.667;RFA;;;
Johnston, Ross;NYI;Left;0.667;0.667;0.670;0.710;RFA;;
Jackman, Barret;NAS;Defence;0.667;0.667;0.667;0.667;;;
Stalberg, Viktor;NAS;Left;0.667;0.667;0.667;1.167;1.167;;
Lewington, Tyler;WAS;Defence;0.665;0.665;0.638;0.719;RFA;;
Zaar, Daniel;CLB;Right;0.665;0.000;0.695;RFA;;;
Sissons, Colby;NJD;Defence;0.663;0.663;0.610;0.690;0.690;RFA;
McGauley, Tim;WAS;Center;0.663;0.663;0.655;0.705;RFA;;
Andersson, Calle;NYR;Defence;0.662;0.000;0.665;RFA;;;
Pederson, Lane;ARI;Center;0.660;0.660;0.610;0.685;0.685;RFA;
Gunnarsson, Jonas;NAS;Goaltender;0.660;0.000;0.635;RFA;;;
Gibson, Christopher;NYI;Goaltender;0.660;0.000;0.660;RFA;;;
Racine, Jonathan;TBL;Defence;0.660;0.000;0.660;RFA;;;
Shaw, Logan;ANA;Right;0.660;0.650;0.660;0.650;RFA;;
Gregoire, Jeremy;MTL;Center;0.660;0.660;0.625;0.650;RFA;;
Palmquist, Zach;MIN;Defence;0.660;0.000;0.660;RFA;;;
Brown, Joshua;FLA;Defence;0.658;0.658;0.635;0.710;RFA;;
Erkamps, Macoy;OTT;Defence;0.655;0.655;0.605;0.680;0.680;RFA;
Cave, Colby;BOS;Center;0.655;0.655;0.655;0.680;RFA;;
Stewart, MacKenze;VAN;Defence;0.655;0.655;0.630;0.710;RFA;;
Smereck, Jalen;ARI;Defence;0.655;0.655;0.605;0.680;0.680;RFA;
Straka, Petr;NJD;Right;0.650;0.000;0.650;RFA;;;
Forsberg, Anton;CLB;Goaltender;0.650;0.000;0.650;RFA;;;
Schroeder, Jordan;MIN;Center;0.650;0.000;0.650;RFA;;;
McBain, Jamie;ARI;Defence;0.650;0.000;0.650;UFA;;;
Tangradi, Eric;DET;Left;0.650;0.650;0.650;0.650;UFA;;
Lashoff, Brian;DET;Defence;0.650;0.000;0.650;RFA;;;
Trotman, Zach;LAK;Defence;0.650;0.000;0.650;RFA;;;
Lindberg, Oscar;NYR;Center;0.650;0.000;0.700;RFA;;;
Gormley, Brandon;OTT;Defence;0.650;0.000;0.650;RFA;;;
DeMelo, Dylan;SJS;Defence;0.650;0.650;0.600;0.700;RFA;;
Rattie, Ty;STL;Right;0.650;0.000;0.650;RFA;;;
Brown, Patrick;CAR;Center;0.650;0.000;0.650;RFA;;;
Forbort, Derek;LAK;Defence;0.650;0.650;0.650;0.650;RFA;;
Woods, Brendan;CAR;Left;0.650;0.000;0.650;RFA;;;
Andrighetto, Sven;MTL;Right;0.650;0.000;0.650;RFA;;;
Falk, Justin;BUF;Defence;0.650;0.650;0.650;0.650;UFA;;
Miller, Andrew;CAR;Center;0.650;0.000;0.650;UFA;;;
Howden, Quinton;WPG;Center;0.650;0.000;0.650;RFA;;;
Grant, Derek;BUF;Center;0.650;0.000;0.650;UFA;;;
McCormick, Max;OTT;Left;0.650;0.000;0.650;RFA;;;
Brickley, Connor;CAR;Center;0.650;0.000;0.650;RFA;;;
Rattie, Ty;CAR;Right;0.650;0.000;0.650;RFA;;;
Lipon, JC;WPG;Right;0.650;0.000;0.650;RFA;;;
Casto, Chris;BOS;Defence;0.650;0.000;0.650;RFA;;;
Arvidsson, Viktor;NAS;Left;0.650;0.000;0.640;RFA;;;
Bourque, Rene;COL;Left;0.650;0.000;0.650;UFA;;;
Grant, Derek;NAS;Center;0.650;0.000;0.650;UFA;;;
Christoffer, Braden;EDM;Left;0.650;0.650;0.625;0.700;RFA;;
Harper, Shane;FLA;Right;0.650;0.000;0.650;UFA;;;
Audette, Daniel;MTL;Center;0.650;0.650;0.640;0.640;0.650;RFA;
Gagner, Sam;CLB;Center;0.650;0.000;0.650;UFA;;;
Weal, Jordan;PHI;Center;0.650;0.000;0.650;RFA;;;
Stalock, Alex;MIN;Goaltender;0.650;0.650;0.650;0.650;0.650;UFA;
Robertson, Dennis;CAR;Defence;0.650;0.000;0.650;RFA;;;
Beck, Taylor;EDM;Left;0.650;0.000;0.650;RFA;;;
Nelson, Casey;BUF;Defence;0.650;0.650;0.650;0.650;RFA;;
Bartley, Victor;MIN;Defence;0.650;0.000;0.650;UFA;;;
Beck, Taylor;NYR;Left;0.650;0.000;0.650;RFA;;;
Andrighetto, Sven;COL;Right;0.650;0.000;0.650;RFA;;;
Harper, Shane;NJD;Right;0.650;0.000;0.650;UFA;;;
Sergeev, Dmitrii;STL;Defence;0.644;0.644;0.632;0.650;0.650;RFA;
Eisenschmid, Markus;MTL;Center;0.642;0.642;0.605;0.680;RFA;;
O'Brien, Liam;WAS;Center;0.642;0.000;0.630;RFA;;;
Darcy, Cameron;TBL;Center;0.642;0.642;0.613;0.688;RFA;;
Sharipzyanov, Damir;LAK;Defence;0.642;0.642;0.600;0.675;0.650;RFA;
Luff, Matt;LAK;Right;0.642;0.642;0.595;0.665;0.665;RFA;
Schneider, Nick;CGY;Goaltender;0.642;0.642;0.600;0.675;0.650;RFA;
Rust, Bryan;PIT;Right;0.640;0.640;0.620;0.660;RFA;;
Dowd, Nic;LAK;Center;0.640;0.640;0.630;0.650;UFA;;
Ganly, Tyler;CAR;Defence;0.640;0.640;0.615;0.690;RFA;;
Martinsen, Andreas;COL;Left;0.640;0.000;0.640;UFA;;;
Murphy, Trevor;NAS;Defence;0.640;0.640;0.615;0.690;RFA;;
Martinsen, Andreas;MTL;Left;0.640;0.000;0.640;UFA;;;
McDonald, Colin;PHI;Right;0.637;0.637;0.625;0.650;UFA;;
Wagner, Chris;ANA;Right;0.637;0.637;0.625;0.650;UFA;;
Warner, Hunter;MIN;Defence;0.637;0.637;0.610;0.650;0.650;RFA;
Hicketts, Joe;DET;Defence;0.635;0.635;0.605;0.650;0.650;RFA;
Balisy, Chase;FLA;Center;0.635;0.000;0.635;RFA;;;
Appleby, Ken;NJD;Goaltender;0.635;0.635;0.635;0.635;RFA;;
O'Brien, Andrew;NAS;Defence;0.632;0.000;0.632;RFA;;;
Harrington, Scott;CLB;Defence;0.632;0.675;0.632;0.650;0.700;RFA;
Hughes, Tommy;NYR;Defence;0.632;0.000;0.632;RFA;;;
Jevpalovs, Nikita;SJS;Left;0.632;0.000;0.660;RFA;;;
Fournier, Stefan;TBL;Right;0.632;0.000;0.632;RFA;;;
Zalewski, Michael;VAN;Left;0.632;0.000;0.632;RFA;;;
Rupert, Ryan;OTT;Center;0.632;0.000;0.660;RFA;;;
15/16 Cap Overage;CGY;Left;0.630;0.000;0.630;;;;
Burroughs, Kyle;NYI;Defence;0.630;0.630;0.605;0.680;RFA;;
Glendening, Luke;DET;Center;0.628;1.800;0.675;2.000;2.000;1.700;1.500
Goodrow, Barclay;SJS;Center;0.627;0.000;0.635;RFA;;;
Thomson, Ben;NJD;Left;0.627;0.000;0.635;RFA;;;
Helgesen, Kenton;CHI;Defence;0.627;0.000;0.635;RFA;;;
Austin, Brady;BUF;Defence;0.627;0.000;0.635;RFA;;;
Mermis, Dakota;ARI;Defence;0.627;0.627;0.595;0.670;RFA;;
Ranford, Brendan;COL;Left;0.625;0.000;0.625;RFA;;;
Wilson, Scott;PIT;Center;0.625;0.625;0.590;0.660;RFA;;
Haley, Micheal;SJS;Center;0.625;0.000;0.625;UFA;;;
Prosser, Nate;MIN;Defence;0.625;0.000;0.650;UFA;;;
Dowling, Justin;DAL;Center;0.625;0.000;0.625;RFA;;;
Wotherspoon, Tyler;CGY;Defence;0.625;0.000;0.625;RFA;;;
Graovac, Tyler;MIN;Center;0.625;0.625;0.600;0.650;RFA;;
Griffith, Seth;TOR;Center;0.625;0.000;0.625;RFA;;;
Alt, Mark;PHI;Defence;0.625;0.000;0.625;RFA;;;
Melchiori, Julian;WPG;Defence;0.625;0.625;0.600;0.650;RFA;;
Sproul, Ryan;DET;Defence;0.625;0.625;0.600;0.650;RFA;;
Sissons, Colton;NAS;Right;0.625;0.625;0.575;0.650;0.650;RFA;
Hellberg, Magnus;NYR;Goaltender;0.625;0.000;0.650;RFA;;;
Kuhnhackl, Tom;PIT;Right;0.625;0.625;0.590;0.660;RFA;;
Brennan, T.J.;PHI;Defence;0.625;0.625;0.600;0.650;UFA;;
Mayfield, Scott;NYI;Defence;0.625;0.625;0.575;0.675;RFA;;
Agostino, Kenny;STL;Left;0.625;0.000;0.625;UFA;;;
Dell, Aaron;SJS;Goaltender;0.625;0.625;0.575;0.675;UFA;;
Baun, Kyle;CHI;Right;0.625;0.625;0.600;0.650;RFA;;
Sifers, Jaime;CLB;Defence;0.625;0.000;0.650;UFA;;;
Griffith, Seth;FLA;Center;0.625;0.000;0.625;RFA;;;
Tropp, Corey;ANA;Right;0.625;0.625;0.600;0.650;UFA;;
Rooney, Kevin;NJD;Center;0.625;0.000;0.625;RFA;;;
Petryk, Reid;COL;Center;0.623;0.623;0.595;0.650;RFA;;
Ikonen, Henri;TBL;Left;0.617;0.000;0.615;RFA;;;
Corbett, Cody;WAS;Defence;0.617;0.000;0.625;RFA;;;
Gortz, Max;ANA;Right;0.617;0.000;0.625;RFA;;;
Dotchin, Jake;TBL;Defence;0.617;0.000;0.615;RFA;;;
Johnson, Ben;NJD;Center;0.617;0.000;0.625;RFA;;;
Blomqvist, Axel;WPG;Left;0.617;0.617;0.575;0.650;RFA;;
Leslie, Zachary;LAK;Defence;0.617;0.000;0.625;RFA;;;
Auger, Justin;LAK;Right;0.617;0.000;0.625;RFA;;;
Burish, Adam;SJS;Center;0.617;0.000;0.617;;;;
Mitchell, Zack;MIN;Right;0.615;0.000;0.640;RFA;;;
Leduc, Loic;NYI;Defence;0.615;0.000;0.640;RFA;;;
Kampfer, Steven;NYR;Defence;0.613;0.000;0.625;UFA;;;
Salomaki, Miikka;NAS;Right;0.613;0.613;0.575;0.650;RFA;;
Redmond, Zach;MTL;Defence;0.613;0.613;0.575;0.650;UFA;;
Bartkowski, Matt;CGY;Defence;0.613;0.613;0.575;0.650;UFA;;
Glass, Jeff;CHI;Goaltender;0.613;0.613;0.575;0.650;UFA;;
Martinook, Jordan;ARI;Left;0.613;0.000;0.625;RFA;;;
Vogelhuber, Trent;COL;Right;0.613;0.613;0.575;0.650;UFA;;
Kampfer, Steven;FLA;Defence;0.613;0.000;0.625;UFA;;;
Bitetto, Anthony;NAS;Defence;0.613;0.613;0.575;0.650;UFA;;
Leivo, Josh;TOR;Left;0.613;0.613;0.575;0.650;RFA;;
Sill, Zach;WAS;Center;0.613;0.613;0.575;0.650;UFA;;
Granberg, Petter;NAS;Defence;0.613;0.613;0.575;0.650;RFA;;
Campbell, Jack;LAK;Goaltender;0.613;0.613;0.575;0.650;RFA;;
O'Neill, Will;PHI;Defence;0.613;0.613;0.575;0.650;UFA;;
Bass, Cody;NAS;Center;0.613;0.613;0.575;0.650;UFA;;
Ness, Aaron;WAS;Defence;0.613;0.613;0.575;0.650;UFA;;
Coreau, Jared;DET;Goaltender;0.613;0.613;0.575;0.650;RFA;;
Nosek, Tomas;DET;Left;0.613;0.613;0.575;0.650;RFA;;
Quine, Alan;NYI;Center;0.613;0.613;0.575;0.650;RFA;;
McCollum, Tom;CGY;Goaltender;0.613;0.613;0.575;0.650;UFA;;
Hamilton, Freddie;CGY;Center;0.613;0.613;0.575;0.650;RFA;;
Lorito, Matt;DET;Left;0.613;0.613;0.575;0.650;UFA;;
Smith, Trevor;NAS;Center;0.613;0.613;0.575;0.650;UFA;;
Matteau, Stefan;MTL;Left;0.613;0.000;0.650;RFA;;;
Rowney, Carter;PIT;Right;0.613;0.613;0.575;0.650;UFA;;
Kasdorf, Jason;BUF;Goaltender;0.613;0.613;0.575;0.650;RFA;;
Ramage, John;CLB;Defence;0.613;0.613;0.575;0.650;UFA;;
DiDomenico, Chris;OTT;Center;0.613;0.613;0.575;0.650;UFA;;
Kiviaho, Henri;DAL;Goaltender;0.612;0.000;0.615;RFA;;;
Dunn, Vincent;OTT;Center;0.610;0.610;0.627;0.600;RFA;;
Gudbranson, Alexander;MIN;Defence;0.610;0.000;0.635;RFA;;;
Tolchinsky, Sergey;CAR;Left;0.608;0.608;0.575;0.650;RFA;;
Rissling, Jaynen;NAS;Defence;0.607;0.000;0.615;RFA;;;
Graham, Jesse;NYI;Defence;0.605;0.000;0.630;RFA;;;
Hagel, Marc;OTT;Right;0.605;0.000;0.600;UFA;;;
Terry, Chris;MTL;Left;0.600;0.650;0.600;0.650;UFA;;
Corrado, Frank;TOR;Defence;0.600;0.000;0.600;RFA;;;
Stevenson, Dustin;DAL;Defence;0.600;0.000;0.600;UFA;;;
Peters, Justin;DAL;Goaltender;0.600;0.000;0.600;UFA;;;
Thornton, Shawn;FLA;Right;0.600;0.000;0.600;UFA;;;
Stanton, Ryan;CLB;Defence;0.600;0.000;0.600;UFA;;;
Sutter, Brody;FLA;Center;0.600;0.000;0.600;RFA;;;
Jooris, Josh;NYR;Center;0.600;0.000;0.600;RFA;;;
Tynan, T.J.;CLB;Center;0.600;0.000;0.600;RFA;;;
Paliotta, Michael;NYR;Defence;0.600;0.000;0.600;RFA;;;
Butler, Chris;STL;Defence;0.600;0.000;0.600;UFA;;;
Peters, Justin;ARI;Goaltender;0.600;0.000;0.600;UFA;;;
Megna, Jayson;VAN;Center;0.600;0.000;0.600;UFA;;;
Dalpe, Zac;MIN;Center;0.600;0.000;0.600;UFA;;;
Hunt, Brad;STL;Defence;0.600;0.000;0.600;UFA;;;
Mueller, Chris;ARI;Center;0.600;0.000;0.600;UFA;;;
Rozsival, Michal;CHI;Defence;0.600;0.650;0.600;0.650;UFA;;
Strait, Brian;WPG;Defence;0.600;0.000;0.600;UFA;;;
Guenin, Nate;ANA;Defence;0.600;0.000;0.600;UFA;;;
Carpenter, Ryan;SJS;Center;0.600;0.000;0.600;RFA;;;
Miele, Andy;PHI;Center;0.600;0.000;0.575;UFA;;;
Gerbe, Nathan;NYR;Center;0.600;0.000;0.600;UFA;;;
Bernier, Steve;NYI;Right;0.600;0.000;0.600;UFA;;;
Hunt, Brad;NAS;Defence;0.600;0.000;0.600;UFA;;;
Sgarbossa, Michael;FLA;Center;0.600;0.000;0.600;UFA;;;
Street, Ben;DET;Center;0.600;0.000;0.600;UFA;;;
Chaput, Michael;VAN;Center;0.600;0.000;0.600;RFA;;;
Latta, Michael;CHI;Center;0.600;0.000;0.600;UFA;;;
Sislo, Mike;COL;Right;0.600;0.000;0.600;UFA;;;
Samuelsson, Philip;CAR;Defence;0.600;0.000;0.600;RFA;;;
Binnington, Jordan;STL;Goaltender;0.600;0.000;0.600;RFA;;;
Hackett, Matt;ANA;Goaltender;0.600;0.000;0.600;UFA;;;
